model,set,method_id,method,direction,f_standard,f_deviant,semitones,trough_uv,latency_ms,recovery_frac,s7_pass,s2_pass,s4_specificity,post_slope_uv_per_100ms,ctrl_min_uv,n_deviants,consensus_rank,n_agree
wav2vec2-large,phase2,1583,method_1583_counter,counter,1345.0,872.0,7.5025,-1.2306,120.875,1.9529,True,True,True,1.3509,1.7102,15,198,2
wav2vec2-large,phase2,1518,method_1518_counter,counter,4150.0,673.0,31.4932,-1.2243,100.9375,4.4674,True,True,True,2.0084,0.7079,15,80,5
wav2vec2-large,phase2,1712,method_1712,regular,1345.0,6979.0,28.505,-1.2163,100.875,3.1814,True,True,True,1.9702,2.8468,15,41,5
wav2vec2-large,phase2,1578,method_1578,regular,800.0,7611.0,39.0002,-1.1667,100.9375,1.5968,True,True,False,-0.0706,-2.8164,15,24,5
wav2vec2-large,phase2,1848,method_1848,regular,2934.0,7611.0,16.5026,-1.1523,220.9375,1.1488,True,True,False,-0.7509,-2.7747,15,106,4
wav2vec2-large,phase2,1650,method_1650,regular,1037.0,7611.0,34.508,-1.1295,160.875,1.2,True,True,False,1.4303,-1.4447,15,30,5
wav2vec2-large,phase2,1418,method_1418,regular,519.0,1345.0,16.4856,-1.1158,121.0,2.0684,True,True,True,1.4352,0.1303,15,111,4
wav2vec2-large,phase2,1766,method_1766,regular,1745.0,6979.0,23.9975,-1.0767,220.9375,1.8315,True,True,False,0.6216,-2.4354,15,7,6
wav2vec2-large,phase2,1793,method_1793,regular,2075.0,4935.0,14.9993,-1.0747,220.9375,1.5526,True,True,False,-0.6579,-4.1521,15,91,5
wav2vec2-large,phase2,1677,method_1677_counter,counter,1903.0,1234.0,7.4992,-1.0745,140.875,1.5342,True,True,False,-0.0973,-1.4931,15,64,5
wav2vec2-large,phase2,1649,method_1649_counter,counter,6979.0,1037.0,33.0073,-1.0456,220.875,-0.7366,False,False,False,-1.2349,-3.317,15,184,2
wav2vec2-large,phase2,1301,method_1301,regular,367.0,4150.0,41.9911,-1.0438,220.75,0.767,True,True,False,-2.634,-5.4565,15,153,3
wav2vec2-large,phase2,1679,method_1679,regular,1234.0,2263.0,10.4987,-1.0307,120.9375,2.543,True,True,True,1.4301,1.4123,15,162,3
wav2vec2-large,phase2,1649,method_1649,regular,1037.0,6979.0,33.0073,-1.0217,160.875,0.8999,True,True,False,0.2152,-4.0941,15,66,5
wav2vec2-large,phase2,1809,method_1809_counter,counter,5869.0,2263.0,16.4985,-1.0138,100.9375,2.8698,True,True,True,1.2346,1.9215,15,197,2
wav2vec2-large,phase2,1746,method_1746_counter,counter,5382.0,1600.0,21.0008,-1.0068,100.9375,5.4738,True,True,True,2.1933,2.265,15,163,3
wav2vec2-large,phase2,1718,method_1718,regular,1467.0,2263.0,7.5044,-1.0028,100.9375,2.9125,True,True,True,1.1049,1.2708,15,68,5
wav2vec2-large,phase2,1116,method_1116,regular,238.0,4150.0,49.4889,-0.9359,221.125,-2.3121,False,False,False,-2.2685,-5.048,15,180,2
wav2vec2-large,phase2,1042,method_1042,regular,200.0,7611.0,63.0002,-0.8847,101.125,4.1214,True,True,True,-0.1861,-1.0347,15,74,5
wav2vec2-large,phase2,1720,method_1720,regular,1467.0,2691.0,10.5033,-0.8484,220.9375,2.8358,True,True,True,2.9948,1.0893,15,40,5
wav2vec2-large,phase2,1675,method_1675_counter,counter,1600.0,1234.0,4.4968,-0.836,140.875,2.6172,True,True,False,-1.1225,-3.5198,15,121,4
wav2vec2-large,phase2,1709,method_1709,regular,1345.0,5382.0,24.0064,-0.8266,100.875,2.9157,True,True,True,2.8928,3.4463,15,72,5
wav2vec2-large,phase2,1101,method_1101_counter,counter,1131.0,238.0,26.9828,-0.8038,140.9375,4.4144,True,True,True,3.9905,2.822,15,159,3
wav2vec2-large,phase2,1230,method_1230,regular,308.0,4150.0,45.0253,-0.7913,101.0625,1.7828,True,True,False,-1.0806,-3.5177,15,204,2
wav2vec2-large,phase2,1552,method_1552,regular,734.0,7611.0,40.4908,-0.7884,140.875,0.0,False,False,False,-2.2637,-5.7291,15,104,4
wav2vec2-large,phase2,1565,method_1565_counter,counter,2468.0,800.0,19.5032,-0.762,220.9375,2.2616,True,True,True,1.4928,0.7575,15,206,2
wav2vec2-large,phase2,1323,method_1323,regular,400.0,1467.0,22.4976,-0.7058,100.8125,4.0196,False,True,False,1.2175,-1.9173,15,178,2
wav2vec2-large,phase2,1875,method_1875,regular,3805.0,7611.0,12.0023,-0.6616,220.875,-0.2943,False,False,False,-0.083,-2.5083,15,46,5
wav2vec2-large,phase2,1525,method_1525_counter,counter,7611.0,673.0,41.9929,-0.603,100.8125,9.3387,False,True,True,1.6316,1.7893,15,201,2
wav2vec2-large,phase2,1414,method_1414,regular,519.0,951.0,10.4845,-0.5894,141.0,2.1521,False,True,False,-1.0361,-2.9101,15,173,2
wav2vec2-large,phase2,1200,method_1200_counter,counter,7611.0,283.0,56.9905,-0.5569,100.8125,43.3677,False,True,True,3.0991,4.4849,15,214,2
wav2vec2-large,phase2,1318,method_1318,regular,400.0,951.0,14.9933,-0.5341,220.8125,6.3245,False,True,False,-0.9193,-2.0196,15,187,2
wav2vec2-large,phase2,1619,method_1619,regular,951.0,3805.0,24.0046,-0.4792,220.875,7.3284,False,True,True,3.2497,1.0125,15,145,3
wav2vec2-large,phase2,1400,method_1400_counter,counter,4150.0,476.0,37.4889,-0.4198,100.9375,8.3903,False,True,True,2.1363,1.1031,15,116,4
wav2vec2-large,phase2,1443,method_1443_counter,counter,872.0,566.0,7.4823,-0.3597,100.9375,6.0964,False,True,False,-1.2669,-3.2526,15,123,4
wav2vec2-large,phase2,1318,method_1318_counter,counter,951.0,400.0,14.9933,-0.3455,120.875,23.2537,False,True,True,1.1088,0.8218,15,87,5
wav2vec2-large,phase2,1614,method_1614_counter,counter,2468.0,951.0,16.5099,-0.3336,220.9375,3.7846,False,True,True,0.8692,0.1968,15,241,1
wav2vec2-large,phase2,1136,method_1136,regular,259.0,800.0,19.5246,-0.3036,101.125,19.094,False,True,True,2.3431,2.9841,15,190,2
wav2vec2-large,phase2,1105,method_1105,regular,238.0,1600.0,32.9885,-0.2922,121.125,1.5962,False,True,True,-0.1608,-0.2428,15,210,2
wav2vec2-large,phase2,1551,method_1551_counter,counter,6979.0,734.0,38.99,-0.2824,100.875,16.7053,False,True,False,-1.5708,-1.8155,15,217,1
wav2vec2-large,phase2,1778,method_1778,regular,1903.0,4935.0,16.4973,-0.2494,220.875,4.0228,False,True,False,1.858,0.0511,15,146,3
wav2vec2-large,phase2,1684,method_1684,regular,1234.0,3490.0,17.9986,-0.2482,120.9375,3.4545,False,True,False,-0.5453,-2.1232,15,185,2
wav2vec2-large,phase2,1720,method_1720_counter,counter,2691.0,1467.0,10.5033,-0.2264,100.875,12.9077,False,True,False,-2.2582,-4.5047,15,207,2
wav2vec2-large,phase2,1557,method_1557_counter,counter,1234.0,800.0,7.5032,-0.221,140.9375,1.8362,False,True,True,0.5698,1.1111,15,208,2
wav2vec2-large,phase2,1684,method_1684_counter,counter,3490.0,1234.0,17.9986,-0.2096,100.875,12.7698,False,True,False,0.7634,-1.7035,15,155,3
wav2vec2-large,phase2,1145,method_1145,regular,259.0,1745.0,33.0264,-0.1794,101.125,0.0,False,False,False,2.1573,3.046,15,203,2
wav2vec2-large,phase2,1387,method_1387,regular,476.0,1345.0,17.9829,-0.1619,120.9375,4.4751,False,True,False,0.3084,-1.5277,15,140,3
wav2vec2-large,phase2,1843,method_1843,regular,2934.0,4935.0,9.0022,-0.1554,140.9375,0.0,False,False,False,-0.1159,-1.9238,15,120,4
wav2vec2-large,phase2,1273,method_1273_counter,counter,7611.0,336.0,54.0186,-0.1276,100.8125,34.2284,False,True,True,1.4079,2.5927,15,250,0
wav2vec2-large,phase2,1601,method_1601_counter,counter,6400.0,872.0,34.5081,-0.0962,220.875,-2.9026,False,False,False,-0.9546,-1.6474,15,189,2
wav2vec2-large,phase2,1621,method_1621,regular,951.0,4525.0,27.0048,-0.0884,100.875,22.4169,False,True,True,0.3871,1.2381,15,114,4
wav2vec2-large,phase2,1749,method_1749_counter,counter,6979.0,1600.0,25.4994,-0.088,120.875,7.7092,False,True,False,-2.5375,-3.3646,15,230,1
wav2vec2-large,phase2,1713,method_1713,regular,1345.0,7611.0,30.0058,-0.0809,100.875,12.2623,False,True,True,2.1099,0.1927,15,93,4
wav2vec2-large,phase2,1034,method_1034,regular,200.0,3805.0,50.9979,-0.0637,101.125,14.9098,False,True,True,-1.7166,-1.537,15,181,2
wav2vec2-large,phase2,1383,method_1383,regular,476.0,951.0,11.9818,-0.0364,220.9375,37.7265,False,True,False,-1.3495,-2.6112,15,167,2
wav2vec2-large,phase2,1123,method_1123_counter,counter,7611.0,238.0,59.9886,-0.0064,100.8125,0.0,False,False,False,1.9147,0.5857,15,205,2
wav2vec2-large,phase2,1603,method_1603_counter,counter,7611.0,872.0,37.5082,0.0008,100.8125,20.5489,False,True,True,2.5822,2.9717,15,242,1
wav2vec2-large,phase2,1755,method_1755_counter,counter,2691.0,1745.0,7.499,0.0227,160.875,5.7678,False,True,False,-1.1254,-4.6664,15,247,1
wav2vec2-large,phase2,1778,method_1778_counter,counter,4935.0,1903.0,16.4973,0.0297,100.9375,7.1764,False,True,True,0.8457,2.3154,15,229,1
wav2vec2-large,phase2,1578,method_1578_counter,counter,7611.0,800.0,39.0002,0.0321,100.8125,18.2504,False,True,True,2.801,3.0759,15,227,1
wav2vec2-large,phase2,1587,method_1587,regular,872.0,1903.0,13.5105,0.0636,140.9375,0.0,False,False,False,1.3137,-2.4557,15,152,3
wav2vec2-large,phase2,1749,method_1749,regular,1600.0,6979.0,25.4994,0.0699,140.875,2.9533,False,True,True,1.3516,-0.9173,15,101,4
wav2vec2-large,phase2,1487,method_1487_counter,counter,3200.0,617.0,28.4968,0.093,200.875,1.639,False,True,False,-1.7306,-3.8893,15,177,2
wav2vec2-large,phase2,1835,method_1835_counter,counter,6400.0,2691.0,14.9992,0.1,220.875,0.0,False,False,False,-0.6461,-1.1779,15,216,1
wav2vec2-large,phase2,1183,method_1183_counter,counter,1745.0,283.0,31.4922,0.1125,120.9375,0.0,False,False,False,1.5565,0.1444,15,129,4
wav2vec2-large,phase2,1504,method_1504_counter,counter,1234.0,673.0,10.496,0.1296,160.9375,1.7869,False,True,True,1.9727,3.5806,15,209,2
wav2vec2-large,phase2,1796,method_1796_counter,counter,6400.0,2075.0,19.4995,0.1426,220.875,0.0,False,False,False,-1.862,-2.229,15,240,1
wav2vec2-large,phase2,1155,method_1155,regular,259.0,4150.0,48.025,0.1587,221.125,-1.1092,False,False,False,-3.1933,-3.6275,15,219,1
wav2vec2-large,phase2,1324,method_1324,regular,400.0,1600.0,24.0,0.1856,220.8125,8.0095,False,True,True,0.9368,1.092,15,182,2
wav2vec2-large,phase2,1106,method_1106_counter,counter,1745.0,238.0,34.4903,0.2137,100.9375,23.476,False,True,False,-0.7497,-1.7061,15,88,5
wav2vec2-large,phase2,1738,method_1738_counter,counter,2691.0,1600.0,9.0008,0.2146,100.875,0.0,False,False,False,-1.1306,-4.0335,15,245,1
wav2vec2-large,phase2,1382,method_1382,regular,476.0,872.0,10.4804,0.2216,120.9375,3.2229,False,True,False,-1.3711,-1.2809,15,183,2
wav2vec2-large,phase2,1843,method_1843_counter,counter,4935.0,2934.0,9.0022,0.2384,220.9375,0.0,False,False,False,0.0598,0.6939,15,239,1
wav2vec2-large,phase2,1677,method_1677,regular,1234.0,1903.0,7.4992,0.2393,140.9375,3.6951,False,True,False,-0.2398,-1.9653,15,249,1
wav2vec2-large,phase2,1793,method_1793_counter,counter,4935.0,2075.0,14.9993,0.2447,100.9375,54.1456,False,True,True,0.4999,1.6757,15,254,0
wav2vec2-large,phase2,1710,method_1710_counter,counter,5869.0,1345.0,25.5061,0.2632,220.9375,0.0,False,False,False,-0.22,-0.0843,15,218,1
wav2vec2-large,phase2,1432,method_1432,regular,519.0,4525.0,37.4893,0.3239,121.0,4.9758,False,True,False,-0.7898,-3.3491,15,176,2
wav2vec2-large,phase2,1810,method_1810_counter,counter,6400.0,2263.0,17.998,0.402,100.875,0.0,False,False,False,-1.3409,-2.8328,15,246,1
wav2vec2-large,phase2,1880,method_1880_counter,counter,6400.0,4150.0,7.4995,0.4865,220.875,0.0,False,False,False,-1.1744,-1.0765,15,243,1
wav2vec2-large,phase2,1794,method_1794,regular,2075.0,5382.0,16.5004,0.4931,220.9375,0.0,False,False,False,-1.5741,-1.9906,15,89,5
wav2vec2-large,phase2,1729,method_1729_counter,counter,5869.0,1467.0,24.003,0.5356,220.9375,0.0,False,False,False,0.2051,0.7078,15,224,1
wav2vec2-large,phase2,1323,method_1323_counter,counter,1467.0,400.0,22.4976,0.5417,100.9375,10.3061,False,True,True,0.2904,1.1953,15,150,3
wav2vec2-large,phase2,1730,method_1730_counter,counter,6400.0,1467.0,25.5024,0.5444,160.875,0.0,False,False,False,-1.7709,-2.0352,15,231,1
wav2vec2-large,phase2,1791,method_1791,regular,2075.0,4150.0,12.0,0.5474,200.9375,0.0,False,False,False,-0.7378,-0.8183,15,211,2
wav2vec2-large,phase2,1024,method_1024,regular,200.0,1600.0,36.0,0.5706,101.125,18.9303,False,True,True,0.5364,0.4254,15,200,2
wav2vec2-large,phase2,1145,method_1145_counter,counter,1745.0,259.0,33.0264,0.5954,120.9375,0.0,False,False,False,0.0999,-1.6392,15,86,5
wav2vec2-large,phase2,1762,method_1762_counter,counter,4935.0,1745.0,17.9979,0.632,100.9375,0.0,False,False,False,1.0892,2.5496,15,244,1
wav2vec2-large,phase2,1764,method_1764_counter,counter,5869.0,1745.0,20.9987,0.6388,220.9375,0.0,False,False,False,-1.2476,-0.2664,15,252,0
wav2vec2-large,phase2,1727,method_1727_counter,counter,4935.0,1467.0,21.0022,0.6732,100.9375,12.9218,False,True,True,-0.0852,0.1253,15,221,1
wav2vec2-large,phase2,1577,method_1577_counter,counter,6979.0,800.0,37.4994,0.749,120.875,0.0,False,False,False,-2.6281,-1.7349,15,215,1
wav2vec2-large,phase2,1874,method_1874_counter,counter,6979.0,3805.0,10.5015,0.7975,100.875,0.0,False,False,False,-0.525,-1.6479,15,226,1
wav2vec2-large,phase2,1382,method_1382_counter,counter,872.0,476.0,10.4804,0.8771,160.9375,1727.2346,False,True,True,2.0129,2.192,15,130,4
wav2vec2-large,phase2,1797,method_1797,regular,2075.0,6979.0,20.9989,0.8806,200.9375,0.0,False,False,False,-1.0843,-0.8551,15,71,5
wav2vec2-large,phase2,1737,method_1737_counter,counter,2468.0,1600.0,7.5032,0.8861,220.9375,0.0,False,False,False,0.5714,1.2787,15,248,1
wav2vec2-large,phase2,1619,method_1619_counter,counter,3805.0,951.0,24.0046,0.891,120.875,0.0,False,False,False,-1.6132,-1.7481,15,194,2
wav2vec2-large,phase2,1650,method_1650_counter,counter,7611.0,1037.0,34.508,0.9201,100.8125,0.0,False,False,False,1.628,2.9543,15,158,3
wav2vec2-large,phase2,1144,method_1144,regular,259.0,1600.0,31.5246,1.0257,121.125,0.0,False,False,False,0.8439,1.4676,15,238,1
wav2vec2-large,phase2,1740,method_1740_counter,counter,3200.0,1600.0,12.0,1.0779,100.875,3.1342,False,True,False,-0.081,-3.5032,15,128,4
wav2vec2-large,phase2,1712,method_1712_counter,counter,6979.0,1345.0,28.505,1.2814,120.875,0.0,False,False,False,-2.3613,-1.468,15,193,2
wav2vec2-large,phase2,1754,method_1754_counter,counter,2468.0,1745.0,6.0014,1.303,160.9375,0.0,False,False,False,0.5807,0.4546,15,212,2
wav2vec2-large,phase2,1722,method_1722_counter,counter,3200.0,1467.0,13.5024,1.3158,120.875,13.0568,False,True,False,-0.5301,-2.847,15,172,2
wav2vec2-large,phase2,1032,method_1032_counter,counter,3200.0,200.0,48.0,1.3777,200.875,0.0,False,False,False,-1.6749,-3.837,15,119,4
wav2vec2-large,phase2,1721,method_1721,regular,1467.0,2934.0,12.0,1.3795,100.9375,0.0,False,False,False,0.4659,1.3922,15,103,4
wav2vec2-large,phase2,1766,method_1766_counter,counter,6979.0,1745.0,23.9975,1.4234,120.875,0.0,False,False,False,-2.9284,-3.9957,15,253,0
wav2vec2-large,phase2,1887,method_1887_counter,counter,6979.0,4525.0,7.5012,1.4361,120.875,0.0,False,False,False,-3.1091,-3.3356,15,199,2
wav2vec2-large,phase2,1626,method_1626_counter,counter,6979.0,951.0,34.506,1.4558,120.875,0.0,False,False,False,-3.0992,-2.9721,15,225,1
wav2vec2-large,phase2,1627,method_1627_counter,counter,7611.0,951.0,36.0068,1.4623,100.8125,0.0,False,False,False,1.5424,2.738,15,213,2
wav2vec2-large,phase2,1602,method_1602_counter,counter,6979.0,872.0,36.0074,1.5012,120.875,0.0,False,False,False,-4.2366,-3.7678,15,222,1
wav2vec2-large,phase2,1073,method_1073_counter,counter,3200.0,218.0,46.5081,1.602,100.875,0.0,False,False,False,-1.2141,-2.832,15,156,3
wav2vec2-large,phase2,1587,method_1587_counter,counter,1903.0,872.0,13.5105,1.6823,140.875,0.0,False,False,False,-1.3666,0.1678,15,237,1
wav2vec2-large,phase2,1745,method_1745_counter,counter,4935.0,1600.0,19.4997,1.7471,220.9375,0.0,False,False,False,-1.3935,0.4973,15,195,2
wav2vec2-large,phase2,1881,method_1881_counter,counter,6979.0,4150.0,8.9989,1.7822,120.875,0.0,False,False,False,-2.9798,-2.6101,15,233,1
wav2vec2-large,phase2,1708,method_1708_counter,counter,4935.0,1345.0,22.5053,1.8074,220.9375,0.0,False,False,False,-2.4503,-0.6882,15,220,1
wav2vec2-large,phase2,1739,method_1739_counter,counter,2934.0,1600.0,10.4976,1.8501,100.9375,0.0,False,False,False,-1.7467,-1.1796,15,191,2
wav2vec2-large,phase2,1747,method_1747_counter,counter,5869.0,1600.0,22.5005,1.8996,220.9375,0.0,False,False,False,-1.8256,-1.5194,15,234,1
wav2vec2-large,phase2,1401,method_1401,regular,476.0,4525.0,38.9866,1.9799,120.9375,0.0,False,False,False,-1.8192,-4.5545,15,166,2
wav2vec2-large,phase2,1790,method_1790,regular,2075.0,3805.0,10.4974,2.1705,220.9375,0.0,False,False,False,-4.1104,-4.7277,15,161,3
wav2vec2-large,phase2,1721,method_1721_counter,counter,2934.0,1467.0,12.0,2.22,220.9375,0.0,False,False,False,-2.8395,-1.9231,15,148,3
wav2vec2-large,phase2,1675,method_1675,regular,1234.0,1600.0,4.4968,2.298,120.9375,0.0,False,False,False,-0.2104,0.6801,15,251,0
wav2vec2-large,phase2,1703,method_1703_counter,counter,3200.0,1345.0,15.0056,2.4586,100.875,9.3996,False,True,False,-2.1185,-4.4928,15,143,3
wav2vec2-large,phase2,1515,method_1515_counter,counter,3200.0,673.0,26.9927,3.1034,100.875,0.0,False,False,False,-2.6838,-4.3372,15,142,3
wav2vec2-large,phase2,1568,method_1568_counter,counter,3200.0,800.0,24.0,3.7555,220.875,0.0,False,False,False,-4.3749,-6.7916,15,170,2
wav2vec2-medium,literature,33,method_33,regular,1000.0,1200.0,3.1564,-2.081,200.875,0.9349,True,True,True,2.1094,-0.203,15,36,2
wav2vec2-medium,literature,55,method_55_counter,counter,2000.0,1000.0,12.0,-2.0463,160.9375,0.8224,True,True,True,0.5027,-1.8282,15,15,3
wav2vec2-medium,literature,29,method_29,regular,1000.0,1200.0,3.1564,-1.9024,120.875,1.6613,True,True,True,0.8908,1.0271,15,30,2
wav2vec2-medium,literature,12,method_12_counter,counter,1200.0,1000.0,3.1564,-1.8775,140.9375,2.078,True,True,True,1.8867,1.0657,15,37,2
wav2vec2-medium,literature,28,method_28,regular,1000.0,1200.0,3.1564,-1.8747,120.875,1.7164,True,True,True,0.7782,0.9616,15,29,2
wav2vec2-medium,literature,30,method_30,regular,1000.0,1200.0,3.1564,-1.8739,120.875,1.6355,True,True,True,0.9192,1.0541,15,31,2
wav2vec2-medium,literature,32,method_32,regular,1000.0,1200.0,3.1564,-1.8681,120.875,1.7023,True,True,True,0.7862,0.9649,15,32,2
wav2vec2-medium,literature,31,method_31,regular,1000.0,1200.0,3.1564,-1.8644,120.875,1.7156,True,True,True,0.7977,0.9924,15,28,2
wav2vec2-medium,literature,21,method_21_counter,counter,1850.0,1000.0,10.6503,-1.638,160.9375,0.8754,True,True,False,0.5665,-1.7625,15,16,3
wav2vec2-medium,literature,20,method_20_counter,counter,1850.0,1000.0,10.6503,-1.637,160.9375,0.9099,True,True,True,0.5851,-1.6753,15,17,3
wav2vec2-medium,literature,44,method_44_counter,counter,1000.0,633.0,7.9167,-1.6314,110.875,1.065,True,True,True,0.611,-0.1733,15,27,2
wav2vec2-medium,literature,9,method_9_counter,counter,1000.0,600.0,8.8436,-1.3572,110.875,0.9663,True,True,True,1.0299,0.1193,15,38,2
wav2vec2-medium,literature,30,method_30_counter,counter,1200.0,1000.0,3.1564,-1.2506,120.9375,1.4397,True,True,True,1.2729,-0.1425,15,20,3
wav2vec2-medium,literature,29,method_29_counter,counter,1200.0,1000.0,3.1564,-1.2213,120.9375,1.4022,True,True,True,1.1978,-0.2469,15,21,3
wav2vec2-medium,literature,28,method_28_counter,counter,1200.0,1000.0,3.1564,-1.1929,120.9375,1.3417,True,True,True,1.0745,-0.4063,15,24,3
wav2vec2-medium,literature,31,method_31_counter,counter,1200.0,1000.0,3.1564,-1.1922,120.9375,1.3449,True,True,True,1.0818,-0.4079,15,23,3
wav2vec2-medium,literature,32,method_32_counter,counter,1200.0,1000.0,3.1564,-1.1811,120.9375,1.347,True,True,True,1.0904,-0.3839,15,25,3
wav2vec2-medium,literature,53,method_53,regular,1000.0,1200.0,3.1564,-1.0962,140.875,1.1479,True,True,True,0.3578,0.1738,15,34,2
wav2vec2-medium,literature,74,method_74,regular,1000.0,1500.0,7.0196,-1.0867,120.875,1.9422,True,True,True,1.4189,1.1087,15,22,3
wav2vec2-medium,literature,60,method_60,regular,1000.0,1500.0,7.0196,-1.0501,140.875,1.1227,True,True,True,1.7352,1.3892,15,6,4
wav2vec2-medium,literature,27,method_27,regular,1000.0,1064.0,1.074,-1.0008,100.875,1.115,True,True,True,0.9248,0.3754,15,35,2
wav2vec2-medium,literature,75,method_75,regular,1000.0,1200.0,3.1564,-0.965,220.875,1.2802,True,True,True,2.0259,-0.531,15,7,4
wav2vec2-medium,literature,53,method_53_counter,counter,1200.0,1000.0,3.1564,-0.9609,120.9375,2.3736,True,True,True,1.2397,1.3264,15,12,3
wav2vec2-medium,literature,72,method_72,regular,1000.0,1200.0,3.1564,-0.8925,220.875,1.6051,True,True,True,2.0864,-0.469,15,8,4
wav2vec2-medium,literature,37,method_37_counter,counter,1050.0,1000.0,0.8447,-0.8899,180.875,2.0075,True,True,False,0.1295,-0.6421,15,43,2
wav2vec2-medium,literature,72,method_72_counter,counter,1200.0,1000.0,3.1564,-0.8202,120.9375,2.3568,True,True,True,0.0872,-0.429,15,47,1
wav2vec2-medium,literature,21,method_21,regular,1000.0,1850.0,10.6503,-0.8082,140.875,3.9485,True,True,True,0.0991,0.033,15,2,5
wav2vec2-medium,literature,20,method_20,regular,1000.0,1850.0,10.6503,-0.7996,140.875,3.9409,True,True,True,0.074,0.0269,15,1,5
wav2vec2-medium,literature,12,method_12,regular,1000.0,1200.0,3.1564,-0.7855,100.875,2.211,True,True,True,-0.1124,0.2293,15,40,2
wav2vec2-medium,literature,19,method_19_counter,counter,1850.0,1000.0,10.6503,-0.6831,100.9375,3.0527,False,True,True,0.5994,0.2128,15,3,4
wav2vec2-medium,literature,18,method_18_counter,counter,1850.0,1000.0,10.6503,-0.6823,100.9375,3.0655,False,True,True,0.6277,0.1951,15,5,4
wav2vec2-medium,literature,75,method_75_counter,counter,1200.0,1000.0,3.1564,-0.6745,120.9375,2.5707,False,True,True,0.033,-0.4659,15,46,1
wav2vec2-medium,literature,17,method_17_counter,counter,1850.0,1000.0,10.6503,-0.6442,100.9375,3.1463,False,True,True,0.6237,0.2538,15,4,4
